시군명,사업장명,인허가일자,영업상태명,폐업일자,병상수(개),의료기관종별명,의료인수(명),입원실수(개),진료과목내용,연면적(㎡),소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도
부천시,내동서울가정의학과의원,19910213,운영중,,0,,1,0,"내과, 소아청소년과, 가정의학과",163.36,"경기도 부천시 삼작로 205, 2층 (내동, 2층 일부)",경기도 부천시 내동 274번지 2호 2층 일부,14454,37.5203989451,126.7843338838
부천시,김승주소아청소년과의원,19910625,운영중,,0,,1,0,소아청소년과,138.21,경기도 부천시 소사로 791 (원종동),경기도 부천시 원종동 229-1번지,421821,37.5267300790,126.8045653201
부천시,이용준내과의원,19930705,운영중,,0,,1,0,"내과, 소아청소년과",165.67,경기도 부천시 역곡로 480 (고강동),경기도 부천시 고강동 347번지,421803,37.5273669434,126.8163860967
부천시,허비뇨기과의원,19940922,운영중,,0,,1,0,"피부과, 비뇨기과",126,"경기도 부천시 중동로 403, 301호 (삼정동, 국제빌딩)",경기도 부천시 삼정동 293-14번지,421810,37.5158487613,126.7698706837
부천시,김판금내과의원,19960328,운영중,,0,,1,0,"내과, 정신건강의학과, 소아청소년과, 이비인후과",119.3,경기도 부천시 경인로 519 (괴안동),경기도 부천시 괴안동 128-1번지,14676,37.4850816312,126.8127561753
부천시,정가정의원,19970530,운영중,,0,,1,0,"내과, 외과, 소아청소년과, 이비인후과, 피부과, 비뇨기과, 가정의학과",86.27,경기도 부천시 소사로102번길 59 (소사본동),경기도 부천시 소사본동 400-9번지,14771,37.4690667657,126.8008365367
부천시,원미삼성의원,20101029,운영중,,29,,2,9,"내과, 신경과, 외과, 정형외과, 신경외과, 성형외과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 재활의학과, 가정의학과, 응급의학과",676.79,"경기도 부천시 원미로 126, 105,201~204호 (원미동, 원미동 명성프라자)","경기도 부천시 원미동 94-5번지 명성프라자 105,201,202호",14565,37.4938520535,126.7914425538
부천시,파티마의원,20021012,운영중,,0,,1,0,"성형외과, 피부과",400.91,"경기도 부천시 경인로 517 (괴안동, 5층일부)",경기도 부천시 괴안동 128번지 5층일부,14676,37.4848907122,126.8124751493
부천시,심비뇨기과의원,20030117,운영중,,0,,1,0,"피부과, 비뇨기과",106.18,"경기도 부천시 소삼로 20, 3층 (소사본동, 보경빌딩)",경기도 부천시 소사본동 140-2번지 보경빌딩 3층,14706,37.4784167444,126.7952640765
부천시,메디의원,20030630,운영중,,0,,2,0,"내과, 외과, 정형외과, 소아청소년과, 비뇨기과",112.84,"경기도 부천시 범안로 120, 2층3층 (범박동)",경기도 부천시 범박동 35-3번지 2층3층,14777,37.4711514786,126.8089369232
부천시,부천영상의학과의원,20031215,운영중,,0,,1,0,영상의학과,109.02,경기도 부천시 성주로 271 (심곡본동),경기도 부천시 심곡본동 674-4번지,14711,37.4825826764,126.7820706833
부천시,연세메디칼의원,20040524,운영중,,0,,1,0,흉부외과,257.03,"경기도 부천시 범안로 31, 2층 (괴안동, 명성프라자)",경기도 부천시 괴안동 89번지 명성프라자 2층,14689,37.4789386247,126.8073044223
부천시,수비뇨기과의원,20040528,운영중,,0,,1,0,"피부과, 비뇨기과",108.6,"경기도 부천시 소사로 191, 5층 (소사본동)",경기도 부천시 소사본동 161-18번지 5층,14708,37.4753524531,126.7953154713
부천시,김기숙의원,20041008,운영중,,0,,2,0,가정의학과,108.6,"경기도 부천시 소사로 191, 3층 (소사본동, 소사메디컬)",경기도 부천시 소사본동 161-18번지 소사메디컬 3층,14708,37.4753524531,126.7953154713
부천시,한세성모안과의원,20050303,운영중,,0,,1,0,안과,139.4,"경기도 부천시 경인로 509, 502호 (괴안동)",경기도 부천시 괴안동 113-6번지 우남타워 502호,14676,37.4845976191,126.8116747577
부천시,소앤비이비인후과의원,19930907,운영중,,3,,1,3,"내과, 소아청소년과, 이비인후과",198.8,"경기도 부천시 소사로 184, 팔방빌딩동 202호 (소사본동)",경기도 부천시 소사본동 184-6번지 팔방빌딩 202호,422810,37.4746340409,126.7957632849
부천시,성모의원,19941010,운영중,,0,,1,0,"내과, 정형외과, 소아청소년과, 이비인후과, 피부과, 비뇨기과",96.39,경기도 부천시 성주로 90 (송내동),경기도 부천시 송내동 463-68번지,14745,37.4792672815,126.7661890611
부천시,서울정신건강의학과의원,19941213,운영중,,0,,1,0,"신경과, 정신건강의학과",111,"경기도 부천시 경인로 190, 205호 (심곡본동, 부천라비앙로제)",경기도 부천시 심곡본동 588번지 부천라비앙로제 205호,422825,37.4833779253,126.7764981865
부천시,변종인소아청소년과의원,19960224,운영중,,0,,1,0,"내과, 소아청소년과",103.05,경기도 부천시 경인로 216-1 (심곡본동),경기도 부천시 심곡본동 668번지,14711,37.4830811321,126.7795549377
부천시,성모마취통증의학과의원,20080501,운영중,,0,,1,0,마취통증의학과,25,경기도 부천시 부흥로 440 (심곡동),부천시 심곡2동 133-4,14638,37.4874142702,126.7880873342
부천시,공선희소아청소년과의원,20080502,운영중,,0,,1,0,"내과, 소아청소년과, 이비인후과, 피부과",99,"경기도 부천시 부일로 753, 302호 (역곡동, 로하스타워)",경기도 부천시 역곡동 111-8번지,420835,37.4866620699,126.8132846378
부천시,서울이비인후과의원,20020125,운영중,,1,,1,1,이비인후과,159.72,"경기도 부천시 부일로 731, 3층 (역곡동)",경기도 부천시 역곡동 77-8번지,14671,37.4858912107,126.8109276645
부천시,명비뇨기과의원,20020305,운영중,,0,,2,0,"피부과, 비뇨의학과",146.45,"경기도 부천시 길주로 243, 302호 (중동, 제일프라자)",경기도 부천시 중동 1056번지,14539,37.5044358900,126.7695745468
부천시,이정례의원,19900330,운영중,,0,,1,0,"내과, 외과, 소아청소년과, 피부과",98.8,경기도 부천시 성주로 74 (송내동),경기도 부천시 송내동 453-12번지,14745,37.4798609530,126.7645432755
부천시,누가의원,19930731,운영중,,0,,1,0,"내과, 외과, 정형외과, 성형외과, 소아청소년과, 피부과, 비뇨기과",114.32,경기도 부천시 심곡로 73 (심곡본동),경기도 부천시 심곡본동 623-6번지,14748,37.4774658310,126.7751527678
부천시,의료법인운천의료재단메디홀스의원,20010825,운영중,,13,,22,3,"내과, 외과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과",1369.17,경기도 부천시 경인로 567 (괴안동),경기도 부천시 괴안동 188-13번지,14677,37.4870748624,126.8176357199
부천시,현비뇨기과의원,20010924,운영중,,0,,1,0,"내과, 정형외과, 소아청소년과, 이비인후과, 피부과, 비뇨기과",90.2,"경기도 부천시 송내대로 38, 2층 (송내동)",경기도 부천시 송내동 299-2번지 2층,422814,37.4870223793,126.7537952210
부천시,박인승소아청소년과의원,20011004,운영중,,0,,1,0,"내과, 소아청소년과, 이비인후과",150.19,경기도 부천시 은성로67번길 12 (소사본동),경기도 부천시 소사본동 424번지 소새울KCC스위첸,14700,37.4754632388,126.7987864673
부천시,유앤이피부과의원,19920226,운영중,,0,,2,0,"피부과, 비뇨기과",167.73,경기도 부천시 부천로 20 (심곡동),경기도 부천시 심곡동 168-8번지,14641,37.4860620807,126.7835870153
부천시,준내과의원,20021231,운영중,,0,,2,0,"내과, 소아청소년과, 안과, 이비인후과, 피부과",127.89,"경기도 부천시 상동로 113, 407호 (상동, 승재프라자)",경기도 부천시 상동 534-1번지,14543,37.5074691546,126.7530373273
부천시,미래로소아과의원,20030103,운영중,,0,,3,0,"내과, 소아청소년과, 이비인후과, 피부과",283.97,"경기도 부천시 상동로 113, 308~309호 (상동, 승재프라자)",경기도 부천시 상동 534-1번지,14543,37.5074691546,126.7530373273
부천시,부천한길안과의원,20030120,운영중,,5,,5,2,안과,523.98,"경기도 부천시 길주로 87, 201호 (상동, 에이플러스)",경기도 부천시 상동 534-8번지,14543,37.5063356705,126.7519624593
부천시,미소진정신과의원,20030120,운영중,,0,,2,0,"신경과, 정신건강의학과",99.76,"경기도 부천시 길주로 87, 202호 (상동, 에이플러스)",경기도 부천시 상동 534-8번지,14543,37.5063356705,126.7519624593
부천시,박인수내과의원,20030203,운영중,,0,,1,0,"내과, 소아청소년과, 이비인후과, 피부과, 비뇨기과",180.65,"경기도 부천시 길주로 288, 602호 (중동, 다운타운)",경기도 부천시 중동 1141-5번지 602호,14548,37.5027160413,126.7742412161
부천시,미소가정의원,20030214,운영중,,0,,1,0,"내과, 소아청소년과, 피부과, 비뇨기과, 가정의학과",75.72,경기도 부천시 상이로 43 (상동),경기도 부천시 상동 600-6번지,14593,37.4927092472,126.7437726556
부천시,플러스안과의원,20030324,운영중,,0,,1,0,안과,187.31,"경기도 부천시 상동로 90, 301호 (상동, 메가플러스빌딩)",경기도 부천시 상동 541-1번지 메가플러스빌딩 301호,14545,37.5051300224,126.7537281611
부천시,부천하나이비인후과의원,20030402,운영중,,2,,1,2,"소아청소년과, 이비인후과",157.85,"경기도 부천시 상동로 90, 312호 (상동, 메가플러스빌딩)",경기도 부천시 상동 541-1번지,14545,37.5051300224,126.7537281611
부천시,플러스피부과의원,20030415,운영중,,0,,1,0,"내과, 피부과, 비뇨기과",175.35,"경기도 부천시 상동로 90, 406호 (상동, 메가플러스빌딩)",경기도 부천시 상동 541-1번지 메가플러스빌딩 406호,14545,37.5051300224,126.7537281611
부천시,우리들소아청소년과의원,20030423,운영중,,0,,1,0,"내과, 소아청소년과, 이비인후과",57.94,경기도 부천시 조종로 45-4 (원미동),경기도 부천시 원미동 98-18번지,420839,37.4929058060,126.7899695963
부천시,가톨릭정형외과의원,20011205,운영중,,16,,1,4,"내과, 외과, 정형외과, 신경외과, 흉부외과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 재활의학과, 가정의학과",534.81,"경기도 부천시 경인로 522, 4층 (괴안동, 위드플러스타워)",경기도 부천시 괴안동 127-2번지 위드플러스타워 4층,422826,37.4845622946,126.8133491018
부천시,미래신경과의원,20020204,운영중,,0,,2,0,"내과, 신경과, 신경외과, 성형외과",196.64,"경기도 부천시 송내대로 38, 5층 (송내동)",경기도 부천시 송내동 299-2번지 5층,14720,37.4870223793,126.7537952210
부천시,서울중앙내과의원,20020311,운영중,,0,,1,0,"내과, 정신건강의학과, 외과, 정형외과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨기과",96.52,경기도 부천시 부광로8번길 45 (괴안동),경기도 부천시 괴안동 108-18번지,14681,37.4828158517,126.8106279000
부천시,현대연합의원,20020611,운영중,,0,,2,0,"내과, 마취통증의학과, 소아청소년과, 피부과",305.61,경기도 부천시 경인로 206-1 (심곡본동),경기도 부천시 심곡본동 667번지,14711,37.4832269669,126.7783432900
부천시,좋은내과의원,20020723,운영중,,0,,1,0,"내과, 정형외과, 신경외과, 소아청소년과, 안과, 이비인후과, 피부과",106.08,경기도 부천시 은성로 84 (소사본동),경기도 부천시 소사본동 197-3번지,422810,37.4750385925,126.8001362657
부천시,부천중앙의원,19990406,운영중,,0,,1,0,"내과, 외과, 정형외과, 소아청소년과, 피부과",81,경기도 부천시 원미로 144 (원미동),,,,
부천시,중동현대정형외과의원,19990408,운영중,,29,,2,9,"내과, 신경과, 외과, 정형외과, 소아청소년과",669.68,"경기도 부천시 중동로 151, 2층,4~6층 (중동, 중동빌딩)",경기도 부천시 중동 753-1번지,14608,37.4933138772,126.7667643204
부천시,부천제일의원,19990517,운영중,,0,,1,0,"내과, 외과, 정형외과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 가정의학과",259.45,"경기도 부천시 옥산로138번길 30, 106호 (춘의동, 광성아파트)",경기도 부천시 춘의동 127번지 광성상가아파트 106호,14527,37.5055031307,126.7819304398
부천시,신경철내과의원,19990827,운영중,,0,,1,0,"내과, 정형외과, 소아청소년과, 피부과, 영상의학과",130.05,경기도 부천시 원미로143번길 12 (원미동),경기도 부천시 원미동 54-18번지,14567,37.4955531319,126.7910305414
부천시,김수환성형외과의원,19991130,운영중,,0,,1,0,성형외과,116.08,"경기도 부천시 길주로 183, 503,506호 (중동, 영라이프빌딩)","경기도 부천시 중동 1031-3번지 503,506",14537,37.5052690319,126.7629477158
부천시,서울가정의학과의원,20000115,운영중,,0,,1,0,"내과, 외과, 소아청소년과, 이비인후과, 가정의학과",92.34,경기도 부천시 부일로749번길 4 (역곡동),경기도 부천시 역곡동 111-10번지,14670,37.4865431907,126.8129916336
부천시,마학기가정의학과의원,20000212,운영중,,0,,2,0,"내과, 소아청소년과, 피부과, 비뇨기과, 가정의학과",83.9,"경기도 부천시 장말로 290, 2층 (심곡동)",경기도 부천시 심곡동 323-13번지 2층,14614,37.4912944839,126.7740010760
부천시,서울정신건강의학과의원,20000216,운영중,,0,,1,0,"신경과, 정신건강의학과",132.6,"경기도 부천시 길주로 191, 303호 (중동, 금영프라자)",경기도 부천시 중동 1033-1번지,14538,37.5051487066,126.7638879625
부천시,정의택의원,20000330,운영중,,0,,2,0,"신경과, 정형외과, 성형외과, 마취통증의학과, 피부과, 재활의학과",245.2,"경기도 부천시 부일로 460, 201호 (심곡동, 시네마존)",경기도 부천시 심곡동 383-1번지,14637,37.4858662240,126.7810212606
부천시,장광정형외과의원,20000920,운영중,,0,,1,0,"신경과, 외과, 정형외과, 영상의학과, 재활의학과",201.28,"경기도 부천시 길주로 183, 2층 일부호 (중동, 영라이프빌딩)",경기도 부천시 중동 1031-3번지 영라이프빌딩 2층 일부호,14537,37.5052690319,126.7629477158
부천시,부천한빛안과의원,20060217,운영중,,0,,1,0,"내과, 성형외과, 안과, 피부과",119.85,"경기도 부천시 경인로 203, 201호 (심곡본동, 서전빌딩)",경기도 부천시 심곡본동 534-14번지 서전빌딩 201호,422822,37.4837576269,126.7781572129
부천시,연세해맑은소아청소년과의원,20060329,운영중,,0,,2,0,"내과, 정신건강의학과, 외과, 정형외과, 성형외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨기과, 영상의학과, 재활의학과, 가정의학과",145.2,"경기도 부천시 범안로 117, 411호 (범박동, 현대리치모아)",경기도 부천시 범박동 155-2번지 현대리치모아 411호,422804,37.4712184042,126.8095922252
부천시,킴스비뇨기과의원,20060412,운영중,,2,,1,1,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨기과, 병리과, 재활의학과",183,"경기도 부천시 경인로 210, 6층 (심곡본동, 부곡빌딩)",경기도 부천시 심곡본동 667-3번지 부곡빌딩 6층,14711,37.4832191282,126.7785356476
부천시,편안한의원,20060620,운영중,,0,,1,0,"내과, 소아청소년과, 이비인후과, 피부과",135.6,"경기도 부천시 경인로 190, 202호 (심곡본동, 부천라비앙로제)",경기도 부천시 심곡본동 588-1번지 부천라비앙로제 202호,14711,37.4833779253,126.7764981865
부천시,우리들정형외과의원,20060705,운영중,,0,,1,0,"정형외과, 신경외과, 마취통증의학과, 비뇨기과, 영상의학과, 재활의학과",664.01,경기도 부천시 경인로 205-1 (심곡본동),경기도 부천시 심곡본동 539-5번지,14709,37.4836970231,126.7785649845
부천시,정다운가정의원,20061031,운영중,,0,,1,0,"내과, 소아청소년과, 피부과, 비뇨의학과, 가정의학과",85,"경기도 부천시 소안로 24, 401호 (괴안동, 가산빌딩)",경기도 부천시 괴안동 30-3번지 가산빌딩 401호,422800,37.4770053249,126.8019614218
부천시,윤신경과의원,20070205,운영중,,0,,1,0,"내과, 신경과, 마취통증의학과, 재활의학과",139.8,"경기도 부천시 소사로 188-1 (소사본동, 지상2층)",경기도 부천시 소사본동 184번지 지상2층,14762,37.4750848269,126.7957816739
부천시,속편한의원,20070402,운영중,,25,,2,6,"내과, 외과, 정형외과, 소아청소년과, 피부과, 비뇨의학과, 재활의학과",579,"경기도 부천시 은성로98번길 64, 2층,3층 (소사본동)","경기도 부천시 소사본동 278-54번지 2층,3층",422812,37.4723606716,126.8015070192
부천시,평온정신과의원,20070718,운영중,,0,,2,0,"신경과, 정신건강의학과",90.4,"경기도 부천시 경인로 511, 502호 (괴안동)",경기도 부천시 괴안동 113-8번지,422803,37.4846890672,126.8119001380
부천시,연세봄내과소아청소년과의원,20100423,운영중,,0,,2,0,"내과, 외과, 소아청소년과, 이비인후과, 피부과",238.38,"경기도 부천시 상일로 100, 402,403호 (상동)",경기도 부천시 상동 401-1번지,420814,37.4913000839,126.7532096933
부천시,하나의원,19971210,운영중,,0,,1,0,"내과, 외과, 정형외과, 소아청소년과, 이비인후과, 피부과, 비뇨기과",120.62,경기도 부천시 경인로484번길 21 (괴안동),경기도 부천시 괴안동 108번지,14681,37.4825326181,126.8099744853
부천시,부천메디홀스의원,19981231,운영중,,0,,25,0,"내과, 소아청소년과, 가정의학과",2057.59,경기도 부천시 경인로110번길 18 (송내동),경기도 부천시 송내동 385-5번지,14727,37.4832503466,126.7674960819
부천시,미애로여성의원,19990129,운영중,,4,,2,4,"내과, 성형외과, 산부인과, 소아청소년과, 피부과",181.5,경기도 부천시 경인로 238-7 (심곡본동),경기도 부천시 심곡본동 674번지,14711,37.4828975122,126.7819658746
부천시,서울정형외과의원,19990518,운영중,,0,,3,0,"내과, 정형외과, 신경외과, 소아청소년과, 피부과, 비뇨기과",692.17,"경기도 부천시 성주로 271 (심곡본동, 1,2,3층)","경기도 부천시 심곡본동 674번지 4호 1,2,3층",14711,37.4825826764,126.7820706833
부천시,길맨남성의원,20030506,운영중,,0,,2,0,"내과, 비뇨기과",167.7,"경기도 부천시 송내대로73번길 11, 406, 407호 (상동)","경기도 부천시 상동 412번지 406, 407호",14598,37.4901116662,126.7534251368
부천시,최은경소아청소년과의원,20030819,운영중,,0,,1,0,"내과, 소아청소년과, 이비인후과, 피부과",227.8,"경기도 부천시 부천로 110-1, 1층 (원미동)",경기도 부천시 원미동 111-3번지,14569,37.4940588138,126.7853658614
부천시,벨라산부인과의원,20051101,운영중,,3,,0,3,"성형외과, 마취통증의학과, 산부인과, 피부과, 가정의학과",279.51,"경기도 부천시 중동로 48, 302호 401호 (송내동, 대우프라자)","경기도 부천시 송내동 373번지 대우프라자 302호, 401호",14722,37.4844017893,126.7642273030
부천시,역곡항도외과의원,20110401,운영중,,10,,1,4,외과,314.84,"경기도 부천시 부일로 753, 5층 (역곡동, 로하스타워)",경기도 부천시 역곡동 111-8번지,420835,37.4866620699,126.8132846378
부천시,BK유항외과의원,20110419,운영중,,9,,2,5,외과,333.72,"경기도 부천시 길주로 181, 402호 (중동, 골든벨타워)",경기도 부천시 중동 1031-2번지,420847,37.5053121194,126.7626304990
부천시,중앙영상의학과의원,19920402,운영중,,0,,2,0,"내과, 영상의학과",431.43,"경기도 부천시 신흥로 226, 3층 (중동, 빈센트타워)",경기도 부천시 중동 1062-3번지,420849,37.5037931018,126.7764369853
부천시,임동현외과의원,19921203,운영중,,0,,1,0,"내과, 외과, 정형외과, 소아청소년과, 피부과",137.83,"경기도 부천시 지봉로 117, 2층 (역곡동)",경기도 부천시 역곡동 107-7번지 2층,14668,37.4887282903,126.8121006307
부천시,성모혜민내과의원,20150306,운영중,,0,,16,0,"내과, 소아청소년과, 이비인후과",592.94,"경기도 부천시 길주로 221, 203호일부,502호,503호 (중동, 씨티오피스)","경기도 부천시 중동 1034-5번지 씨티오피스 203호일부,502호,503호",14538,37.5047188119,126.7672298008
부천시,더피부과의원,20110127,운영중,,0,,4,0,"성형외과, 피부과",306.1,"경기도 부천시 신흥로 226, 빈센트타워 4층 전체 (중동)",경기도 부천시 중동 1062번지 3호 빈센트타워 4층 전체,14534,37.5037931018,126.7764369853
부천시,정철호내과의원,20110308,운영중,,0,,8,0,내과,427.64,"경기도 부천시 길주로 252, 202호,203호 (중동, 금광베네스타)","경기도 부천시 중동 1149-2번지 금광베네스타 202호,203호",420852,37.5032320037,126.7702085312
부천시,우리메디의원,20110309,운영중,,0,,1,0,"내과, 소아청소년과, 이비인후과, 피부과, 가정의학과",122.4,"경기도 부천시 성지로101번길 38, 201호 (원종동)",경기도 부천시 원종동 299-2번지,421820,37.5281633993,126.8092035156
부천시,연세척사랑마취통증의학과의원,20110321,운영중,,0,,1,0,"신경과, 정형외과, 신경외과, 마취통증의학과, 재활의학과",158.27,"경기도 부천시 경인로 231, 202호 (심곡본동)",경기도 부천시 심곡본동 545번지 202호,14709,37.4834969118,126.7812249384
부천시,부천중앙내과의원,20110321,운영중,,0,,1,0,"내과, 소아청소년과, 이비인후과",126.44,"경기도 부천시 중동로 143, 2층 (중동, 원남빌딩)",경기도 부천시 중동 771번지,420844,37.4927267022,126.7665551300
부천시,차앤박피부과의원,20070406,운영중,,0,,1,0,피부과,250.7,"경기도 부천시 신흥로 167, 4층 (중동, 신영빌딩)",경기도 부천시 중동 1131-3번지,14580,37.4984872481,126.7769407071
부천시,연세가정의학과의원,19930302,운영중,,0,,1,0,"내과, 외과, 소아청소년과, 가정의학과",90.06,경기도 부천시 부흥로 222 (중동),경기도 부천시 중동 713-8번지,14604,37.4956052687,126.7670812949
부천시,우제영내과의원,19950308,운영중,,0,,7,0,"내과, 소아청소년과",449.89,"경기도 부천시 상동로 87, 4층 (상동, 가나베스트타운)",경기도 부천시 상동 544-4번지,14544,37.5052029115,126.7524263231
부천시,변내과의원,19950316,운영중,,0,,1,0,"내과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과",175.27,"경기도 부천시 소향로 51, 301호 (상동, 메드위즈빌딩)",경기도 부천시 상동 542-6번지,14545,37.5034971876,126.7535068256
부천시,성가내과의원,20001106,운영중,,0,,1,0,"내과, 소아청소년과",201.6,경기도 부천시 길주로 237 (중동),경기도 부천시 중동 1035-3번지,14538,37.5045040040,126.7689289893
부천시,중동서울외과의원,20001201,운영중,,6,,1,4,"내과, 외과, 정형외과, 피부과, 비뇨기과",149.54,"경기도 부천시 신흥로 228, 602호 (중동, 메디타워)",경기도 부천시 중동 1062-2번지,14534,37.5040899744,126.7763436092
부천시,부천세브란스안과의원,20001201,운영중,,2,,1,1,안과,146.84,경기도 부천시 길주로 237 (중동),경기도 부천시 중동 1035-3번지,14538,37.5045040040,126.7689289893
부천시,대성안과의원,20001214,운영중,,0,,3,0,안과,262.8,"경기도 부천시 부흥로 377, DS병원 B동 201, 301호 (심곡동)","경기도 부천시 심곡동 106번지 DS병원 B동 201, 301호",14578,37.4917135604,126.7835895982
부천시,양연모성형외과의원,20010302,운영중,,0,,1,0,성형외과,116.2,"경기도 부천시 신흥로 228, 2층 (중동, 메디타워)",경기도 부천시 중동 1062-2번지,14534,37.5040899744,126.7763436092
부천시,현소아청소년과의원,20010329,운영중,,0,,1,0,소아청소년과,136.71,경기도 부천시 길주로 237 (중동),경기도 부천시 중동 1035-3번지,420848,37.5045040040,126.7689289893
부천시,큰사랑내과의원,20010720,운영중,,0,,1,0,"내과, 소아청소년과, 이비인후과, 가정의학과",147.12,"경기도 부천시 소향로 246, 4층 402호 (중동, 새롬프라자6차)",경기도 부천시 중동 1134번지,14580,37.5003059220,126.7751356686
부천시,강남신경외과의원,20010817,운영중,,11,,1,3,"신경과, 신경외과",407.43,"경기도 부천시 부천로 81 (심곡동, 보림빌딩)",경기도 부천시 심곡동 105-2번지,14578,37.4917348777,126.7841323711
부천시,희망정신건강의학과의원,20010830,운영중,,0,,2,0,"신경과, 정신건강의학과",88.4,"경기도 부천시 부일로 202-13 (상동, 대명시티프라자)",경기도 부천시 상동 464번지 1호 3층(상동),14599,37.4881143048,126.7525740348
부천시,조원이비인후과의원,20010919,운영중,,2,,1,2,"내과, 소아청소년과, 안과, 이비인후과, 피부과",177.21,"경기도 부천시 소향로 246, 3층 (중동, 새롬프라자6차)",경기도 부천시 중동 1134번지 새롬프라자 3층,14580,37.5003059220,126.7751356686
부천시,부천제일정형외과의원,20011012,운영중,,0,,1,0,"내과, 신경과, 외과, 정형외과, 재활의학과",275.64,"경기도 부천시 길주로 221, 204호 (중동, 씨티오피스빌딩)",경기도 부천시 중동 1034-5번지 씨티오피스빌딩 204호,14538,37.5047188119,126.7672298008
부천시,강이비인후과의원,19930520,운영중,,0,,1,0,이비인후과,114.43,"경기도 부천시 중동로 166, 3층 (중동, 복사골 건영아파트2차상가)",경기도 부천시 중동 1186번지,420724,37.4943187343,126.7674671767
부천시,김기찬비뇨기과의원,19930731,운영중,,0,,1,0,"피부과, 비뇨기과",120.11,경기도 부천시 중동로 91 (상동),경기도 부천시 상동 328-12번지,14625,37.4881650446,126.7649708835
부천시,김가정의학과의원,19940223,운영중,,0,,1,0,"내과, 소아청소년과, 이비인후과",58.09,"경기도 부천시 장말로 102, 207호 (상동, 반달마을아파트)",경기도 부천시 상동 395번지 반달마을아파트 207호,14597,37.4931037349,126.7519360808
부천시,박내과의원,19940502,운영중,,0,,5,0,"내과, 소아청소년과",204.23,"경기도 부천시 역곡로 7, 301~302호 (역곡동, 스카이빌딩)",경기도 부천시 역곡동 77-6번지,14671,37.4860107544,126.8113337684
부천시,김진갑안과의원,19940718,운영중,,0,,2,0,"성형외과, 안과",122.88,경기도 부천시 부천로 19 (심곡동),경기도 부천시 심곡동 177-13번지,420823,37.4861028911,126.7828853336
부천시,우성의원,19941111,운영중,,0,,1,0,"내과, 외과, 소아청소년과, 피부과, 가정의학과",56.49,"경기도 부천시 조마루로 233, 204, 205호 (중동)","경기도 부천시 중동 1181번지 204, 205호",14579,37.4984893140,126.7699492397
부천시,홍내과의원,19950109,운영중,,0,,1,0,"내과, 소아청소년과, 이비인후과",145.13,"경기도 부천시 부일로 202-13, 4층 (상동, 대명시티프라자)",경기도 부천시 상동 464-1번지 대명시티프라자 4층,14599,37.4881143048,126.7525740348
부천시,김치선의원,19950206,운영중,,0,,1,0,"내과, 외과, 소아청소년과, 비뇨기과",71.98,"경기도 부천시 도약로 146, 204호 (중동, 덕유상가)",경기도 부천시 중동 1041번지,14536,37.5088721520,126.7669289652
부천시,조진수내과의원,19950304,운영중,,0,,1,0,"내과, 소아청소년과, 이비인후과, 피부과, 비뇨기과",70.96,경기도 부천시 부흥로 224 (중동),경기도 부천시 중동 713-9번지,14604,37.4955340073,126.7672177422
부천시,서울외과의원,19810416,운영중,,0,,1,0,"내과, 신경과, 외과, 정형외과, 소아청소년과, 비뇨기과",255.5,경기도 부천시 부천로 128 (원미동),경기도 부천시 원미동 92-3번지,14566,37.4956106870,126.7856225759
부천시,진희정산부인과의원,19811023,운영중,,0,,1,0,산부인과,142,경기도 부천시 부일로 486 (심곡동),경기도 부천시 심곡동 170-18번지,14644,37.4854883351,126.7841014923
부천시,유내과의원,19830817,운영중,,0,,1,0,"내과, 소아청소년과",300.14,경기도 부천시 역곡로 10 (역곡동),경기도 부천시 역곡동 82-11번지,14670,37.4862292423,126.8117050322
부천시,연세기쁨정형외과의원,20071210,운영중,,0,,1,0,"내과, 정형외과, 피부과, 비뇨기과",407.16,경기도 부천시 신흥로 379 (내동),경기도 부천시 내동 27-4번지,14493,37.5175022445,126.7749127766
부천시,코뿔소정형외과의원,20050407,운영중,,10,,4,4,"정형외과, 신경외과, 마취통증의학과, 재활의학과",272.3,"경기도 부천시 경인로 202, 2층 (심곡본동)",경기도 부천시 심곡본동 590-2번지 반석빌딩2층,422825,37.4833231380,126.7778560032
부천시,부천이비인후과의원,20050610,운영중,,1,,1,1,"내과, 소아청소년과, 이비인후과, 가정의학과",197.15,"경기도 부천시 중동로 48, 402호 (송내동, 대우프라자)",경기도 부천시 송내동 373번지 대우프라자 402호,422818,37.4844017893,126.7642273030
부천시,바른성모정형외과의원,20050614,운영중,,29,,2,8,"내과, 외과, 정형외과, 신경외과, 영상의학과, 병리과, 재활의학과",669.6,"경기도 부천시 경인로 203, 3층,6층 (심곡본동, 서전빌딩)","경기도 부천시 심곡본동 534-14번지 서전빌딩 3,6층",422822,37.4837576269,126.7781572129
