시군명,인허가일자,사업장명,인허가취소일자,통합영업상태명,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지시설전화번호,소재지면적,소재지도로명주소,소재지지번주소,소재지우편번호,위도,경도,업태구분명정보,X좌표값,Y좌표값,위생업태명,건물지상층수,건물지하층수,사용시작지상층수,사용끝지상층수,사용시작지하층수,사용끝지하층수,한실수,양실수,욕실수,발한실여부,의자수,조건부허가신고사유,조건부허가시작일자,조건부허가종료일자,건물소유구분명,세탁기수,여성종사자수,남성종사자수,회수건조수,침대수,다중이용업소여부
군포시,19911221,페리칸세탁소,,폐업,폐업,20031020,,,,031 4579997,15.20,,경기도 군포시 산본동 1028번지 ,15811,37.3691962,126.9418415,일반세탁업,194783.314139806    ,429693.177678565    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
군포시,19871006,페리칸세탁소,,폐업,폐업,20080930,,,,031 3938981,15.86,,경기도 군포시 산본동 208번지 외 2필지 상가 가동 107-1호 ,,37.3693370,126.9357340,일반세탁업,,,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
군포시,19930119,평화세탁소,,영업/정상,영업,,,,,031 3923336,21.90,"경기도 군포시 번영로 380-1, 208호 (산본동, 한라1차종합상가)",경기도 군포시 산본동 1156-8번지 한라1차종합상가 208호,15870,37.3494189,126.9264294,일반세탁업,193415.086927879    ,427497.390218597    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
군포시,20060109,포일크리닝,,폐업,폐업,20070312,,,,031 4532393,20.82,경기도 군포시 당산로125번길 32 1층 (금정동),경기도 군포시 금정동 759-18번지 (1층) ,15831,37.3618898,126.9435407,일반세탁업,194932.15452658     ,428880.328615676    ,일반세탁업,,,1,1,,,,,,N,,,,,임대,2,,,,,N
군포시,19870520,하나종합세탁,,폐업,폐업,20191220,,,,031 384 2589,28.53,"경기도 군포시 번영로609번길 37, 1층 (금정동)",경기도 군포시 금정동 724-3번지 1층 ,15813,37.3646729951,126.9415969111,일반세탁업,194760.01526884     ,429189.832655031    ,일반세탁업,3,0,1,1,0,0,0,0,0,N,0,,,,임대,3,,,0,0,N
군포시,20051110,하얀세탁소,,폐업,폐업,20190906,,,,031 3985112,22.09,"경기도 군포시 수리산로 102-1, 101호 (산본동)",경기도 군포시 산본동 1151-9번지 ,15823,37.3580279300,126.9193772993,일반세탁업,192791.400501153    ,428454.213969735    ,일반세탁업,0,0,1,1,0,0,0,0,0,N,0,,,,임대,2,,,0,0,N
군포시,20030820,하얀세탁소,,폐업,폐업,20050607,,,,031 3985112,17.17,"경기도 군포시 수리산로 100 상가 103호 (산본동,설악아파트)",경기도 군포시 산본동 1151-12번지 설악아파트 상가 103호 ,15823,37.3579990,126.9168150,일반세탁업,192565.172802306    ,428450.513318732    ,일반세탁업,2,1,1,1,,,,,,N,,,,,임대,,,,,,N
군포시,19990518,하얀세탁소,,영업/정상,영업,,,,,031 3930659,15.95,"경기도 군포시 산본천로 33, 102호 (산본동, 주공7단지 우륵아파트 상가)",경기도 군포시 산본동 1146-12번지 주공7단지 우륵아파트 상가 102호,15825,37.3595007,126.9254823,일반세탁업,193277.536261606    ,428577.61885084     ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
군포시,20110909,하이어스 명품세탁소,,폐업,폐업,20170807,,,,031 399 1008,32.90,"경기도 군포시 금산로 91, 145동 1102호 (산본동, 하이어스 명품세탁소)",경기도 군포시 산본동 1240번지 래미안하이어스 ,15815,37.3698242,126.9369076,일반세탁업,194189.37215072     ,429607.667400243    ,일반세탁업,0,0,1,1,0,0,0,0,0,N,0,,,,임대,3,,,1,0,N
군포시,20030619,한국세탁소,,폐업,폐업,20030818,,,,031 3910658,20.78,"경기도 군포시 번영로550번길 23 상가동 203호 (금정동,주공1단지)",경기도 군포시 금정동 850-5번지 주공1단지 상가동 203호,15835,37.3586167,126.9389266,일반세탁업,194523.645205171    ,428518.287370369    ,일반세탁업,2,1,2,2,,,,,,N,,,,,임대,,,,,,N
군포시,19921030,한국세탁소,,폐업,폐업,20031020,,,,031 3910658,21.60,"경기도 군포시 번영로550번길 23 종합상가 203호 (금정동,주공1단지)",경기도 군포시 금정동 850-5번지 주공1단지 종합상가 203호 ,15835,37.3586167,126.9389266,일반세탁업,194523.645205171    ,428518.287370369    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
군포시,19930915,한국퍼크로크리닝,,폐업,폐업,20031020,,,,031 4299269,27.39,경기도 군포시 군포로741번길 8 (산본동),경기도 군포시 산본동 259-14번지 ,15811,37.3709714,126.9422578,일반세탁업,194820.690427553    ,429887.952203303    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
군포시,20051208,한라세탁소,,폐업,폐업,20130607,,,,031 3921575,26.22,"경기도 군포시 번영로 330, 205호 (산본동, 한라2차(아)상가)",경기도 군포시 산본동 1156-25번지 한라2차(아)상가 205호,15870,37.3449761,126.9252037,일반세탁업,193306.187787088    ,427004.652047563    ,일반세탁업,,,2,2,,,,,,N,,,,,임대,2,,,,,N
군포시,19981113,한라세탁소,,폐업,폐업,20051202,,,,031 3921575,26.22,"경기도 군포시 번영로 330 종합상가 205호 (산본동,한라주공4단지)",경기도 군포시 산본동 1156-25번지 한라주공 4단지종합상가 205호 ,15870,37.3449761,126.9252037,일반세탁업,193306.187787088    ,427004.652047563    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
군포시,19880609,한미세탁소,,폐업,폐업,20051027,,,,031 3934256,13.86,"경기도 군포시 당동로21번길 50 101호 (당동,한미상가)",경기도 군포시 당동 791-10번지 한미상가 101호 ,15861,37.3489501,126.9412823,일반세탁업,194733.118801542    ,427444.184804864    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
군포시,20170307,한솔세탁소,,폐업,폐업,20190709,,,,031 457 0045,31.39,"경기도 군포시 한세로4번길 5, 당정빌딩 1층 101호 (당정동, 1층 일부)",경기도 군포시 당정동 1006-5번지 당정빌딩 1층 101호 일부 ,15851,37.3454763,126.9497607,일반세탁업,195483.4019573      ,427059.618814684    ,일반세탁업,0,0,1,1,0,0,0,0,0,N,0,,,,임대,2,,,0,0,N
군포시,20020223,한양세탁소,,폐업,폐업,20200529,,,,031 3914666,27.04,"경기도 군포시 고산로 571, 211호 (산본동, 백두한양상가)",경기도 군포시 산본동 1119번지 백두한양상가 211호,15821,37.3640171629,126.9254804649,일반세탁업,193182.595886552    ,429175.812011428    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
군포시,19940728,한양세탁소,,폐업,폐업,20150608,,,,031 3966263,18.45,"경기도 군포시 수리산로 100 (산본동, 한양8단지B상가 104호)",경기도 군포시 산본동 1151-12번지 한양8단지 B상가 104호 ,15823,37.3579990,126.9168150,일반세탁업,192565.172802306    ,428450.513318732    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
군포시,19941111,한양컴퓨터크리닝세탁소,,영업/정상,영업,,,,,031 3941238,46.84,"경기도 군포시 산본로432번길 25, 213호 (산본동, 한양목련아파트상가)",경기도 군포시 산본동 1088번지 한양목련아파트 상가동 213호 ,15804,37.3705036,126.9279207,일반세탁업,193550.019474607    ,429839.201050246    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
군포시,20000915,행운세탁소,,폐업,폐업,20031020,,,,031 3970363,.00,경기도 군포시 금산로 62 (산본동),경기도 군포시 산본동 230-1번지 ,15810,37.3676718,126.9387609,일반세탁업,194508.759741808    ,429522.256849008    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
군포시,19940525,행운세탁소,,폐업,폐업,20170214,,,,031 3966019,21.88,"경기도 군포시 곡란로 92, 1층 (산본동)",경기도 군포시 산본동 1077번지 ,15800,37.3732794,126.9290131,일반세탁업,193647.215166523    ,430146.189786122    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
군포시,20050315,향기크리닝,,폐업,폐업,20120920,,,,031 4558890,74.25,"경기도 군포시 군포로544번길 8, 1층 (당동)",경기도 군포시 당동 749-32번지 ,15855,37.3542509,126.9470682,일반세탁업,195244.631726153    ,428034.167055702    ,일반세탁업,,,1,1,,,,,,N,,,,,임대,1,,,,,N
군포시,20120920,향기크리닝,,영업/정상,영업,,,,,031 455 8890,99.00,"경기도 군포시 군포로544번길 8, 1층 (당동)",경기도 군포시 당동 749-32번지 ,15855,37.3542509,126.9470682,일반세탁업,195244.631726153    ,428034.167055702    ,일반세탁업,0,0,,,,,0,0,0,N,0,,,,,2,,,1,0,N
군포시,20090424,현대 I-park 세탁소,,영업/정상,영업,,,,,031 501 9920,41.85,"경기도 군포시 대야2로143번길 25-1, 111호 (대야미동)",경기도 군포시 대야미동 636-3번지 111호,15886,37.3319765,126.9152086,일반세탁업,192418.661723093    ,425564.655078798    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
군포시,19890907,현대사,,폐업,폐업,20031020,,,,031 4556657,.00,경기도 군포시 군포로595번길 24 (당동),경기도 군포시 당동 835-86번지 ,15839,37.3591432,126.9465115,일반세탁업,195195.854614401    ,428577.371789036    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
군포시,20100504,현대세탁,,폐업,폐업,20110627,,,,031 396 9755,28.16,"경기도 군포시 군포역1길 186 상가동 101호 (당동,대흥아파트)",경기도 군포시 당동 923번지 대흥아파트 상가동 101호 ,15856,37.3461690,126.9474015,일반세탁업,195272.912154271    ,427137.028466268    ,일반세탁업,0,0,0,0,0,0,0,0,0,N,0,,,,,1,,,0,0,N
군포시,19930519,현대세탁소,,영업/정상,영업,,,,,031 3990262,21.15,"경기도 군포시 수리산로 40, 102호 (산본동, 한양수리아파트분산상가)",경기도 군포시 산본동 1151-5번지 한양수리아파트 분산상가 1동 102호,15823,37.3569456,126.9178434,일반세탁업,192833.04544283     ,428334.806420873    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
군포시,20051215,현대세탁소,,폐업,폐업,20100305,,,,031 3994464,21.26,경기도 군포시 군포로476번길 24 1층 (당동),경기도 군포시 당동 906-4번지 (1층) ,15856,37.3484476,126.9455037,일반세탁업,195105.549585471    ,427389.200294542    ,일반세탁업,,,1,1,,,,,,N,,,,,임대,1,,,,,N
군포시,19941124,현대세탁소,,폐업,폐업,20031020,,,,031 3969081,32.21,,경기도 군포시 산본동 1151-5번지 한양수리아파트 상가동 202호 ,15823,37.3569456,126.9178434,일반세탁업,192833.04544283     ,428334.806420873    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
군포시,19870702,현대세탁소,,폐업,폐업,20140310,,,,031 4512473,29.21,"경기도 군포시 군포역2길 14, 1층 (당동)",경기도 군포시 당동 779-2번지 ,15855,37.3525029,126.9469566,일반세탁업,195235.314910703    ,427838.899248997    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
군포시,19930416,형제세탁소,,폐업,폐업,20031020,,,,031 4563368,15.70,경기도 군포시 당산로135번길 45 (금정동),경기도 군포시 금정동 758-3번지 ,15831,37.3620604,126.9423440,일반세탁업,194826.234013269    ,428900.818403016    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
군포시,19870516,형제세탁소,,영업/정상,영업,,,,,031 4527764,14.26,경기도 군포시 산본로198번길 2 (당동),경기도 군포시 당동 746-15번지 ,15839,37.3554488,126.9460628,일반세탁업,195155.072248977    ,428167.115576213    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
군포시,20060913,형진세탁,,폐업,폐업,20090128,,,,,65.80,경기도 군포시 엘에스로91번길 83 (금정동),경기도 군포시 금정동 694-1번지 ,15809,37.3677843,126.9474533,일반세탁업,195279.512938204    ,429535.218862499    ,일반세탁업,,,1,1,,,,,,N,,,,,임대,1,,,,,N
군포시,20120529,호텔세탁,,영업/정상,영업,,,,,031 382 8284,87.39,"경기도 군포시 삼성로20번길 13, 1층 일부호 (부곡동)",경기도 군포시 부곡동 1213-9 1층 일부 ,15874,37.3381979686,126.9340536467,일반세탁업,194071.619847947    ,426135.326663866    ,일반세탁업,0,0,1,1,0,0,0,0,0,N,0,,,,임대,4,,,0,0,N
군포시,20060419,화이트,,폐업,폐업,20080425,,,,031 4553872,26.93,,경기도 군포시 당정동 984-4번지 103호 ,15853,,,일반세탁업,,,일반세탁업,0,0,1,1,,,0,0,0,N,0,,,,임대,1,,,,,N
군포시,20100427,화이트크리닝,,영업/정상,영업,,,,,031 477 1900,34.07,"경기도 군포시 송부로291번길 32, 102호 (부곡동, 휴먼시아 상가동)",경기도 군포시 부곡동 1137번지 휴먼시아 상가동 102호,15880,37.3230477,126.9450605,일반세탁업,195070.768669964    ,424576.998162371    ,일반세탁업,0,0,1,1,0,0,0,0,0,N,0,,,,임대,2,,,1,0,N
군포시,20060117,화이트크린,,영업/정상,영업,,,,,031 3965030,27.27,"경기도 군포시 수리산로 8, 한양프라자 209호 (산본동)",경기도 군포시 산본동 1151-5번지 한양프라자 209호,15823,37.3569456195,126.9178434255,일반세탁업,192833.04544283     ,428334.806420873    ,일반세탁업,0,0,0,0,0,0,0,0,0,N,0,,,,임대,2,,,0,0,Y
군포시,20051215,화이트크린,,폐업,폐업,20080422,,,,031 3990941,21.71,경기도 군포시 금산로62번길 19 1층 (산본동),경기도 군포시 산본동 229-13번지 (1층) ,15810,37.3682758,126.9393700,일반세탁업,194563.78952905     ,429591.57090156     ,일반세탁업,,,1,1,,,,,,N,,,,,임대,2,,,,,N
군포시,20041215,화인크린,,폐업,폐업,20130828,,,,031 4580580,42.12,"경기도 군포시 군포로510번길 42, 101호 (당동)",경기도 군포시 당동 783번지 ,15855,37.3517552,126.9472281,일반세탁업,195260.185858011    ,427756.342536854    ,일반세탁업,,,1,1,,,,,,N,,,,,임대,,,,,,N
군포시,20030822,화인크린,,폐업,폐업,20040114,,,,031 4580580,41.84,,경기도 군포시 당동 285-23번지 (1층) ,,,,일반세탁업,,,일반세탁업,1,,1,1,,,,,,N,,,,,임대,,,,,,N
군포시,20130821,화인크린세탁전문점,,영업/정상,영업,,,,,031 458 0580,24.12,"경기도 군포시 군포로510번길 46, 1층 (당동)",경기도 군포시 당동 783-8번지 1층 ,15855,37.3517553320,126.9474538342,일반세탁업,195278.404878212    ,427754.52857346     ,일반세탁업,0,0,0,0,0,0,0,0,0,N,0,,,,,3,,,1,0,N
군포시,19870516,희망세탁소,,영업/정상,영업,,,,,031 4552810,31.32,"경기도 군포시 금정로39번길 20, 1층 (금정동)",경기도 군포시 금정동 727-14번지 ,15813,37.3650874,126.9415627,일반세탁업,194758.201701316    ,429235.227427815    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
김포시,20070411,(주)깨끗한 세상,,폐업,폐업,20181207,,,,031 996 1081,691.20,경기도 김포시 하성면 동마동로 52,경기도 김포시 하성면 마곡리 164-1번지 ,10012,37.7153698,126.6454452,일반세탁업,168673.599312454    ,468173.579972723    ,일반세탁업,1,0,0,0,0,0,0,0,0,N,0,,,,자가,7,,,1,0,N
김포시,20150722,(주)나우글로벌 김포지점,,영업/정상,영업,,,,,031 986 4875,838.20,경기도 김포시 통진읍 김포대로2435번길 112-100,경기도 김포시 통진읍 옹정리 190-49번지 ,10029,37.6932586,126.5697001,세탁업 기타,162025.996109415    ,465687.067653994    ,세탁업 기타,1,1,,,,,0,0,0,N,0,,,,임대,6,0,2,0,0,N
김포시,20130618,(주)다인클린텍,,폐업,폐업,20170302,,,,031 997 7323,469.20,"경기도 김포시 대곶면 대곶남로501번길 49, 나동",경기도 김포시 대곶면 대능리 283-1번지 나동 ,10046,37.6339679,126.5980384,세탁업 기타,164454.891985034    ,459154.490300563    ,세탁업 기타,0,0,,,,,0,0,0,N,0,,,,임대,3,,,0,0,N
김포시,20020718,(주)세화린넨,,폐업,폐업,20051101,,,,031 9854849,420.00,"경기도 김포시 조리미로 27 , 331-1,332,333-5 (사우동)","경기도 김포시 사우동 342-5번지 , 331-1,332,333-5 ",10110,37.6159695,126.7233594,일반세탁업,175510.79597352     ,457115.162795048    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
김포시,19880209,(주)전일사,,폐업,폐업,20080522,,,,031 9843661,.00,,경기도 김포시 감정동 590-4번지 ,10104,37.6211098,126.6997232,일반세탁업,,,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
김포시,20180824,I PARK 클리링 & 코인 셀프세탁,,영업/정상,영업,,,,,031  9811098,47.01,"경기도 김포시 사우로 51, 상가동 111,112호 (사우동, 김포사우아이파크)","경기도 김포시 사우동 1481번지 김포사우아이파크 111, 112호 상가동 ",10111,37.6215656,126.7276202,일반세탁업,,,일반세탁업,0,0,1,1,,,0,0,0,N,0,,,,임대,3,0,0,0,0,N
김포시,20110523,OK세탁소,,영업/정상,영업,,,,,031989 6820,27.00,"경기도 김포시 유현로 19 (풍무동, 신동아아파트상가 107호)",경기도 김포시 풍무동 583-6번지 ,10120,37.5974181,126.7232137,일반세탁업,175492.265605435    ,455055.396863467    ,일반세탁업,0,0,,,,,0,0,0,N,0,,,,,1,,,1,0,N
김포시,20210715,TCA 명품세탁전문점 더클리닝 행복세탁,,영업/정상,영업,,,,,,48.12,"경기도 김포시 김포한강4로 487, 1층 1075호 (구래동, 한강신도시 반도유보라 4차)",경기도 김포시 구래동 6886-6 한강신도시 반도유보라 4차 ,10066,37.6466079656,126.6306407007,일반세탁업,167285.39175785     ,460502.685587242    ,일반세탁업,0,0,0,0,0,0,0,0,0,N,0,,,,임대,1,0,0,1,0,N
김포시,20090202,VIP세탁,,영업/정상,영업,,,,,031 981 5535,135.00,"경기도 김포시 김포한강2로 178 (장기동,고창마을 이지더원 상가 지하1층 105호)",경기도 김포시 장기동 1626번지 고창마을 이지더원 상가 지하1층 105호 ,10083,37.6433797,126.6657547,일반세탁업,170434.360955025    ,460176.571373474    ,일반세탁업,0,1,0,0,0,0,0,0,0,N,0,,,,,2,,,1,0,N
김포시,20070713,강변세탁소,,영업/정상,영업,,,,,031 981 3344,42.90,"경기도 김포시 고촌읍 신곡로3번길 33, 101호",경기도 김포시 고촌읍 신곡리 1141번지 101호,10125,37.6030223,126.7734049,일반세탁업,179926.108536121    ,455666.938495595    ,일반세탁업,1,0,0,0,0,0,0,0,0,N,0,,,,,0,,,1,0,N
김포시,19880127,개나리사,,폐업,폐업,20071008,,,,031 9871568,1.00,경기도 김포시 통진읍 조강로 63 (마송리),경기도 김포시 통진읍 마송리 105-8번지 ,10018,37.6910379,126.5989188,일반세탁업,164559.07655857     ,465487.947972122    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
김포시,20061212,개성세탁소,,폐업,폐업,20110607,,,,031 9812339,43.95,경기도 김포시 양촌읍 양곡로532번길 24-5 (양곡리),경기도 김포시 양촌읍 양곡리 475-56번지 ,10059,37.6559306,126.6243349,일반세탁업,166786.745990204    ,461582.249301491    ,일반세탁업,1,0,1,1,0,0,0,0,0,N,0,,,,자가,1,,,0,0,N
김포시,20180504,경인기계,,폐업,폐업,20200709,,,,,198.80,"경기도 김포시 통진읍 고척로 80, 가동",경기도 김포시 통진읍 고정리 403 가동 ,10009,37.7174240450,126.5853710504,세탁업 기타,163386.165045667    ,468409.079192853    ,세탁업 기타,0,0,1,1,,,0,0,0,N,0,,,,임대,2,0,0,0,0,N
김포시,19950315,계명세탁소,,영업/정상,영업,,,,,031 9812778,1.00,경기도 김포시 양촌읍 양곡로 542-1,경기도 김포시 양촌읍 양곡리 417-10번지 ,10059,37.6549083,126.6230029,일반세탁업,166666.915807564    ,461469.617137358    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
김포시,19910330,고촌세탁소,,폐업,폐업,20110531,,,,031 9864365,73.83,경기도 김포시 고촌읍 김포대로 319 (신곡리),경기도 김포시 고촌읍 신곡리 582-4번지 ,10129,37.5991634,126.7719899,일반세탁업,179799.845926651    ,455240.47599527     ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
김포시,19920901,광미사세탁소,,영업/정상,영업,,,,,,1.00,경기도 김포시 양촌읍 양곡1로 46,경기도 김포시 양촌읍 양곡리 414-6번지 ,10059,37.6545686,126.6238319,일반세탁업,166741.103614556    ,461431.918980197    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
김포시,20200616,구래세탁소,,영업/정상,영업,,,,,,30.87,"경기도 김포시 김포한강9로75번길 132, 김포 안강 럭스나인 108호 (구래동)",경기도 김포시 구래동 6881-3번지 김포 안강 럭스나인 108호,10071,37.6443806059,126.6219727085,일반세탁업,166566.405661937    ,460295.656683828    ,일반세탁업,0,0,,,,,0,0,0,N,0,,,,,1,0,0,0,0,N
김포시,20080107,그린기업,,폐업,폐업,20100611,,,,9813473,301.09,경기도 김포시 대곶면 대곶남로 452 (대능리),경기도 김포시 대곶면 대능리 347-9번지 ,10046,37.6306822,126.5962550,일반세탁업,164295.741451717    ,458789.740313494    ,일반세탁업,2,0,,,,,0,0,0,,0,,,,,0,,,,,N
김포시,20080805,그린세탁,,폐업,폐업,20210201,,,,031 997 9933,31.50,"경기도 김포시 김포한강11로 37, 1동 104호 (운양동, 김포한강신도시 2차 스위첸)",경기도 김포시 운양동 1331-1 김포한강신도시 2차 스위첸 ,10077,37.6440157916,126.6906896407,일반세탁업,171521.45259568     ,460307.309123671    ,일반세탁업,0,0,1,1,0,0,0,0,0,N,0,,,,임대,2,,,0,0,N
김포시,20100929,그린세탁소,,폐업,폐업,20141028,,,,031 997 9933,32.19,"경기도 김포시 김포한강2로 12, 상가동 103호 (장기동, 김포한강 수정마을 2단지)",경기도 김포시 장기동 2000-3번지 김포한강 수정마을 2단지 상가동 103호,10079,37.6446757,126.6781219,일반세탁업,171521.45259568     ,460307.309123671    ,일반세탁업,1,0,1,0,0,0,0,0,0,N,0,,,,임대,3,,,1,0,N
김포시,20210524,길세탁소,,영업/정상,영업,,,,,031 981 5643,62.00,"경기도 김포시 유현로237번길 77, 1층 102호 (풍무동)",경기도 김포시 풍무동 250-10 ,10113,37.6139497583,126.7286893625,일반세탁업,175986.980905778    ,456877.927842934    ,일반세탁업,0,0,,,,,0,0,0,N,0,,,,,4,0,0,1,0,N
김포시,20210323,길세탁소,,폐업,폐업,20210524,,,,,102.30,"경기도 김포시 유현로237번길 77, 1층 일부호 (풍무동)",경기도 김포시 풍무동 250-10 ,10113,37.6139497583,126.7286893625,일반세탁업,175986.980905778    ,456877.927842934    ,일반세탁업,0,0,,,,,0,0,0,N,0,,,,,2,0,0,0,0,N
김포시,20130304,길훈세탁소,,영업/정상,영업,,,,,031 982 9878,32.80,"경기도 김포시 고촌읍 장차로 29, 1층",경기도 김포시 고촌읍 신곡리 484-1번지 1층 ,10126,37.6046121,126.7708520,일반세탁업,179701.106131465    ,455843.311755137    ,일반세탁업,0,0,1,1,,,0,0,0,N,0,,,,임대,2,,,1,0,N
김포시,19931014,길훈세탁소,,폐업,폐업,20090601,,,,031 9857193,1.00,경기도 김포시 고촌읍 장차로 32 (신곡리),경기도 김포시 고촌읍 신곡리 489-4번지 ,10125,37.6046671,126.7713501,일반세탁업,179744.28202041     ,455848.615163357    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
김포시,20001202,김포세탁소,,영업/정상,영업,,,,,031 983 8770,25.20,"경기도 김포시 양도로 18 (풍무동, 양도마을 제2상가 113호)",경기도 김포시 풍무동 147번지 ,10114,37.6055839,126.7244628,일반세탁업,175606.345197841    ,455963.206505953    ,일반세탁업,0,0,1,1,0,0,0,0,0,N,0,,,,,0,,,1,0,N
김포시,20060308,깨끗한 세상,,폐업,폐업,20090309,,,,9888983,500.50,경기도 김포시 조리미로 20 (사우동),경기도 김포시 사우동 337-4번지 ,10110,37.6153325,126.7244718,일반세탁업,175607.8565612      ,457044.350836495    ,일반세탁업,0,0,0,0,0,0,0,0,0,N,0,,,,임대,0,,,0,0,N
김포시,20030407,다라니세탁소,,폐업,폐업,20170904,,,,031 9825262,30.40,경기도 김포시 봉화로163번길 16 (북변동),경기도 김포시 북변동 781번지 ,10102,37.6264415,126.7024656,일반세탁업,173670.470941675    ,458282.290245358    ,일반세탁업,0,0,0,0,0,0,0,0,0,N,0,,,,,0,,,1,0,N
김포시,20021217,다인실업,,폐업,폐업,20110531,,,,9977323,487.20,,경기도 김포시 풍무동 366-8번지 ,10113,37.6071114,126.7304141,일반세탁업,176131.419085896    ,456131.487553793    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
김포시,20070713,대곶세탁소,,폐업,폐업,20080731,,,,9873853,43.64,경기도 김포시 대곶면 율생중앙로 34-1 (율생리),경기도 김포시 대곶면 율생리 457-31번지 ,10039,37.6513234,126.5833944,일반세탁업,163170.134222453    ,461086.877893139    ,일반세탁업,1,0,,,,,0,0,0,,0,,,,,2,,,,,N
김포시,19880317,대곶세탁소,,폐업,폐업,20061020,,,,031 9873853,1.00,경기도 김포시 대곶면 율생중앙로 34-1 (율생리),경기도 김포시 대곶면 율생리 457-31번지 ,10039,37.6513234,126.5833944,일반세탁업,163170.134222453    ,461086.877893139    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
김포시,19950323,대광사,,폐업,폐업,20040223,,,,031 9820629,1.00,경기도 김포시 관순로 25 (사우동),경기도 김포시 사우동 226-12번지 ,10108,37.6197414,126.7145557,일반세탁업,174734.608397775    ,457538.137654305    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
김포시,20170901,대광상사,,영업/정상,영업,,,,,031 984 0633,660.00,경기도 김포시 대곶면 학의동로 87-31,경기도 김포시 대곶면 대명리 91-6번지 ,10040,37.6578462,126.5611458,세탁업 기타,161211.3318215      ,461820.307615429    ,세탁업 기타,0,0,,,,,0,0,0,N,0,,,,자가,4,0,0,0,0,N
김포시,20140127,대림명품세탁,,폐업,폐업,20190927,,,,031 988 1103,40.50,"경기도 김포시 김포한강5로 385, 106호 (구래동, 호수마을자연앤이편한세상 상가동)",경기도 김포시 구래동 385번지 ,10063,37.6478478963,126.6296335969,일반세탁업,167202.081452415    ,460902.05987808     ,일반세탁업,0,0,1,,,,0,0,0,N,0,,,,임대,3,,,0,0,N
김포시,20030217,대림세탁소,,영업/정상,영업,,,,,031 9977355,26.44,"경기도 김포시 풍무로93번길 26, 201호 (풍무동, 대림아파트상가)",경기도 김포시 풍무동 757번지 대림(아)상가 201호,10116,37.6044119,126.7203337,일반세탁업,175238.155034206    ,455833.250203316    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N
김포시,19990430,대림세탁소,,영업/정상,영업,,,,,031 9833526,1.00,"경기도 김포시 김포대로926번길 88-34 (북변동, 풍년마을상가 103호)",경기도 김포시 북변동 808번지 ,10097,37.6229982,126.7162988,일반세탁업,174889.65432985     ,457897.582541015    ,일반세탁업,0,0,0,0,0,0,0,0,0,N,0,,,,,0,,,1,0,N
김포시,19950417,대우세탁소,,폐업,폐업,20160517,,,,031 9835114,1.00,"경기도 김포시 봉화로182번길 29 (북변동, 대우아파트상가동 204호)",경기도 김포시 북변동 688번지 ,10101,37.6296056,126.7031326,일반세탁업,173731.20498856     ,458634.758050452    ,일반세탁업,0,0,0,0,0,0,0,0,0,N,0,,,,,0,,,1,0,N
김포시,20030512,대우세탁전문점,,영업/정상,영업,,,,,031 9810838,36.45,경기도 김포시 고촌읍 고송로 35 (숲속마을상가 103호),경기도 김포시 고촌읍 신곡리 1052번지 ,10126,37.6053907,126.7682109,일반세탁업,179468.166061914    ,455931.990074726    ,일반세탁업,0,0,0,0,0,0,0,0,0,N,0,,,,,2,,,0,0,N
